immoveable|(1, [137950])
voluptuous|(5, [124566, 192931, 246648, 282746, 324106])
nearing|(1, [210930])
perennial|(1, [152656])
coachman|(1, [344758])
thickly|(2, [25345, 80387])
accustomed|(5, [30012, 53340, 61773, 181073, 359758])
dim-remembered|(1, [119431])
ever-changing|(1, [11594])
buoyant|(1, [100962])
longitudinal|(4, [66742, 239388, 239490, 297674])
hitherto|(1, [62841])
encumbered|(2, [202117, 220295])
multitudinous|(4, [107780, 135472, 255915, 354002])
ready|(31, [2843, 3038, 3707, 4147, 9424, 23345, 49382, 74168, 134968, 172519, 176183, 179627, 201099, 206049, 217438, 226047, 231926, 235841, 236465, 262165, 291889, 293021, 297683, 317960, 325116, 329639, 331080, 333429, 336820, 345007, 345040])
naked|(9, [25806, 28548, 157548, 182795, 218681, 230439, 240800, 321493, 358782])
side-long|(1, [43707])
lustrous|(2, [134076, 333929])
jagged|(1, [160781])
formidable|(1, [230252])
close-reefed|(2, [198078, 198895])
quarter-past|(1, [9897])
experimental|(2, [6424, 301017])
ragged|(2, [36363, 225659])
imaginative|(7, [38820, 160194, 171237, 185581, 252475, 284271, 303295])
quarto|(1, [119915])
present|(123, [4114, 5697, 13865, 14502, 17915, 21857, 25087, 25772, 26385, 30665, 31514, 32080, 32524, 33453, 35986, 36770, 46699, 46745, 47575, 55483, 62341, 62834, 62998, 63080, 63183, 63605, 64696, 66833, 69652, 71236, 74398, 83857, 89167, 99783, 100953, 104782, 105556, 105709, 107268, 108516, 110126, 110632, 110807, 111143, 115200, 135800, 136005, 142444, 149434, 156776, 158704, 159844, 159981, 172202, 173287, 176878, 177394, 183708, 183952, 194186, 194403, 195797, 197965, 198115, 199726, 201205, 201508, 202354, 209419, 210114, 210670, 211137, 214837, 214910, 217250, 217841, 222877, 226715, 230869, 232909, 243036, 244563, 253739, 256687, 258223, 258235, 259617, 263283, 265798, 267902, 270541, 270554, 271211, 272300, 274694, 286748, 286887, 287385, 287548, 291747, 291932, 295870, 295945, 296719, 297235, 298016, 302729, 306980, 308114, 316732, 317224, 320908, 321627, 322340, 330720, 332905, 338979, 339691, 341353, 341468, 346207, 346710, 355437])
curas|(2, [169878, 172804])
admissible|(1, [263050])
epoch|(1, [163461])
artistic|(2, [157877, 327387])
sail|(1, [327605])
sceptical|(2, [105176, 105244])
enim|(1, [131388])
optic|(1, [107602])
furlong|(1, [153440])
instantaneous|(5, [12184, 106825, 218907, 256923, 337083])
darkened|(1, [253224])
decent|(3, [297652, 312989, 338070])
odd|(33, [1073, 18281, 20400, 34670, 43846, 48063, 76116, 82617, 82634, 82731, 82731, 85685, 85718, 85853, 91653, 140651, 180435, 183116, 192627, 207222, 207274, 266760, 275136, 289814, 298670, 301622, 314201, 314926, 315713, 320734, 322642, 334171, 356012])
argumentative|(1, [262868])
arrant|(5, [67840, 67845, 85771, 337518, 337785])
flying-fish|(1, [157168])
hysterical|(3, [133688, 328980, 360891])
levique|(1, [332414])
hogshead|(1, [271900])
infinite|(18, [6644, 9155, 12330, 71125, 106363, 106450, 113163, 148481, 235857, 247714, 256086, 267317, 287365, 318659, 354091, 354462, 354711, 354782])
opposite|(19, [31059, 31230, 43974, 72845, 91930, 115725, 132399, 136615, 184258, 185217, 217062, 228231, 232102, 236102, 242923, 256752, 308690, 328623, 331223])
unaccommodating|(1, [270036])
labelled|(1, [56654])
unfold|(2, [147339, 260549])
twofold|(4, [82358, 162576, 268568, 352386])
surprising|(9, [43541, 51821, 52033, 75255, 75900, 92314, 210260, 226581, 337085])
nail|(1, [181008])
sea-coast|(1, [30359])
indispensable|(7, [57213, 62195, 73419, 73531, 199905, 315572, 316721])
worldly|(5, [39129, 119991, 152427, 261971, 359175])
wonder-working|(1, [171474])
knife|(1, [229316])
all-absorbing|(1, [143833])
tasteful|(1, [153987])
giant|(5, [74507, 160010, 173409, 173827, 321340])
antediluvian|(1, [137455])
deleterious|(1, [196391])
aground|(1, [242115])
relief|(1, [215892])
long-desired|(1, [5596])
vapory|(2, [245227, 358976])
typhus|(1, [145646])
usbande|(1, [265964])
castellated|(2, [124387, 249142])
interrupted|(2, [72292, 128200])
will-i|(1, [129249])
counterfeit|(1, [65980])
death-condemned|(2, [99872, 142182])
contemplated|(2, [164755, 165222])
-the|(3, [243512, 243753, 244058])
versed|(2, [8074, 8090])
expressive|(1, [300382])
sluggish|(2, [116855, 359298])
fabulous|(3, [140121, 246857, 321314])
stoical|(1, [217243])
twenty-three|(2, [143931, 263223])
phosphorus-box|(1, [183491])
pastoral|(1, [153366])
graceful|(13, [132570, 134462, 156523, 159680, 170408, 246587, 256301, 269652, 285563, 303792, 305722, 334075, 335842])
still-increasing|(1, [355968])
wakefulness|(1, [147039])
political|(10, [17645, 52097, 52661, 53102, 83468, 89057, 89120, 150075, 300107, 342000])
xld|(2, [281465, 281516])
grateful|(6, [5432, 188308, 214749, 217725, 306379, 337970])
living|(4, [41656, 226479, 227874, 343062])
sufficient|(82, [912, 3123, 7132, 7361, 7555, 7900, 8690, 10017, 11955, 14865, 18682, 22733, 34870, 39962, 45394, 47796, 48806, 58159, 58424, 58837, 59278, 59343, 64328, 67468, 68014, 70960, 71115, 72969, 84284, 85832, 88718, 95374, 99272, 108097, 111332, 112544, 116164, 122002, 127274, 141847, 147715, 147891, 157599, 158816, 163994, 167567, 170109, 181328, 193872, 198452, 204081, 204882, 205340, 208634, 208800, 211772, 211847, 212259, 219652, 220345, 220567, 229877, 232700, 234630, 235395, 236406, 236944, 240409, 289166, 296511, 302805, 305897, 309371, 310986, 315318, 322442, 330817, 331814, 339895, 352162, 352865, 353630])
resolute|(3, [166485, 176489, 280213])
ivory|(1, [154272])
next|(86, [6257, 13574, 17595, 24290, 24675, 28925, 33795, 34445, 37622, 41278, 44227, 46610, 49857, 55143, 63532, 65679, 70319, 76581, 77599, 82301, 88759, 89593, 90076, 90228, 90243, 90249, 98647, 98821, 99507, 100861, 104239, 109514, 109609, 115123, 115745, 125200, 126125, 130765, 135187, 137612, 139060, 166492, 180744, 180962, 182236, 185399, 188459, 189601, 191098, 191715, 192052, 202730, 205326, 218944, 220469, 221557, 232207, 233603, 235869, 237115, 239748, 240761, 252732, 259753, 261850, 266829, 269863, 278992, 279217, 279889, 280201, 281331, 285177, 287737, 294275, 295710, 298330, 298733, 313336, 313652, 326746, 332947, 335246, 335321, 348003, 350742])
uncommon|(1, [121264])
noonday|(1, [11628])
regretful|(1, [257517])
perturbed|(3, [123140, 185539, 249870])
withered|(2, [153701, 229703])
pesty|(1, [121874])
discursive|(2, [61748, 317860])
insurmountable|(2, [106579, 234746])
rhetorical|(1, [87683])
sic|(1, [272613])
lamentable|(10, [35423, 194780, 195417, 209542, 213005, 238722, 277275, 304981, 305824, 305823])
asleep|(3, [29931, 122106, 163724])
untractable|(1, [283410])
august|(5, [124405, 143966, 292070, 294351, 307619])
eighty-doo|(1, [265899])
inordinate|(2, [117596, 232980])
wholesome|(1, [340894])
universal|(15, [31617, 85688, 106967, 106971, 106992, 152209, 233875, 276403, 295955, 296786, 299085, 321174, 344048, 356017, 360019])
systematical|(1, [337368])
discovered|(1, [64733])
feverish|(1, [24626])
eastern|(20, [11694, 21555, 33809, 35192, 74510, 77218, 124736, 126167, 132506, 132574, 132625, 157000, 157507, 158316, 158805, 158951, 232641, 235184, 238901, 281995])
chemical|(2, [30871, 59089])
unwonted|(1, [251597])
firmament|(1, [4503])
phantasmagoric|(5, [117143, 118909, 161415, 249594, 249911])
lay-to|(1, [225086])
conversational|(1, [334887])
fashionable|(9, [135855, 150065, 264837, 264946, 265453, 298308, 313277, 338214, 341990])
speedy|(3, [111495, 141554, 193713])
crooked|(2, [103636, 275742])
heels-so-so-|(1, [287717])
stumpy|(2, [267730, 276704])
synonymous|(2, [149313, 341222])
pacific|(2, [50924, 272934])
water-gate|(1, [134858])
cruel|(3, [91797, 305907, 332469])
perplexed|(3, [50603, 87871, 291369])
grass-grown|(1, [285305])
promiscuous|(1, [195707])
quadrant-shaped|(1, [347038])
diffusive|(1, [301202])
ballast|(1, [5657])
faut|(1, [132224])
hellish|(3, [142970, 168958, 207393])
ungracious|(1, [163098])
continued|(8, [23979, 64247, 69344, 133692, 189129, 190792, 254786, 260310])
x-traordinary|(1, [281733])
capacious|(3, [160840, 165943, 249152])
defenceless|(1, [67327])
invariable|(2, [87493, 100909])
wine-bottle|(1, [215554])
half-past|(1, [74584])
sentiment|(1, [112754])
stupor|(1, [182643])
unscrewed|(1, [120301])
twenty-two|(3, [189581, 258217, 263204])
past|(11, [11313, 74162, 163470, 164118, 169969, 211089, 271645, 296640, 315652, 315791, 355431])
excluded|(1, [360734])
excellent|(44, [21224, 22630, 36665, 37226, 38872, 41380, 46744, 65182, 78469, 89625, 89811, 91957, 92243, 128789, 158416, 159478, 180646, 192561, 213622, 214022, 214085, 217355, 219728, 221537, 225882, 226250, 228711, 238137, 265479, 267220, 272651, 276522, 285883, 287467, 298360, 301043, 302983, 310807, 316999, 323653, 324237, 327574, 336868, 340189])
musty|(2, [272068, 308834])
respectable|(18, [1793, 144326, 175471, 260946, 266276, 266571, 295670, 303847, 310988, 313087, 313182, 313365, 313643, 321319, 337854, 337953, 338910, 340184])
popinjay|(1, [276753])
consequent|(7, [7681, 17676, 62940, 73841, 76153, 146603, 217263])
dried|(1, [230168])
deserted|(1, [303866])
longitude|(5, [218411, 218575, 223181, 223276, 223795])
unprofitable|(2, [104765, 340614])
multiplied|(3, [161254, 166714, 172162])
careless|(6, [171373, 194550, 199823, 328946, 346551, 347717])
expected|(1, [325159])
imperfect|(6, [31003, 51540, 51547, 61519, 72860, 141191])
recent|(3, [84416, 109385, 307769])
silly|(4, [112958, 267006, 284020, 288879])
poor|(39, [2011, 23205, 23392, 23809, 26059, 26354, 27053, 27180, 28591, 40625, 49186, 91460, 91557, 112705, 127450, 144716, 162446, 179136, 189334, 190523, 210862, 212083, 212591, 216286, 235508, 236291, 273260, 280549, 287787, 291362, 293214, 293498, 302497, 314167, 320677, 321003, 328676, 335897, 337831])
incomparable|(1, [295928])
improvised|(1, [118735])
unwelcome|(3, [161941, 283718, 332261])
inexplicable|(3, [120593, 304314, 336634])
three-cornered|(1, [275619])
eternity|(1, [131779])
commendable|(2, [285925, 334299])
unconceived|(1, [206663])
in-x-plicable|(1, [281735])
erring|(1, [132051])
semi-gothic|(2, [155010, 249250])
vague|(34, [11675, 19149, 31443, 40456, 47193, 51578, 61218, 68303, 79033, 81616, 81842, 105211, 117108, 121388, 135115, 138589, 139272, 139766, 154013, 170197, 172611, 178896, 200243, 233846, 250096, 251155, 252037, 255495, 329700, 355768, 356667, 356757, 357334, 361154])
valuable|(10, [49589, 62698, 83078, 180669, 221836, 225487, 266377, 295894, 296708, 334896])
~~~|(1, [18488])
unimaginable|(1, [333822])
conventional|(3, [262063, 263185, 287431])
tiny|(3, [926, 134674, 275207])
expeditious|(2, [165902, 318010])
stiffened|(1, [125995])
flaming|(1, [15231])
fulvous|(1, [48520])
rife|(1, [4764])
id|(2, [39967, 273409])
cat-growing|(1, [340822])
studied|(2, [308220, 332369])
unable|(19, [5398, 15005, 29761, 31896, 37425, 51604, 52363, 55296, 145042, 151374, 206153, 206832, 208756, 223638, 224550, 281604, 323365, 327830, 343309])
cho-o-ose|(1, [336188])
eighty-three|(2, [29179, 278833])
-a|(1, [244134])
pickled|(1, [216183])
beautiful|(49, [9442, 9656, 24451, 29106, 64742, 77149, 89585, 89843, 94703, 112336, 117539, 121074, 132638, 133913, 134537, 136135, 136546, 137684, 137688, 156095, 156608, 156858, 159598, 167213, 171751, 219780, 219949, 252367, 253762, 259586, 259765, 260919, 261408, 261500, 265006, 265486, 266379, 266508, 269660, 278344, 285545, 289061, 289095, 297765, 301986, 303364, 304626, 343614, 344099])
lately-acquired|(1, [284143])
comparatively|(1, [73704])
completely|(1, [241433])
devilish|(1, [290519])
sixty-five|(4, [8305, 14327, 214075, 224313])
repulsive|(2, [140699, 251096])
cambric|(4, [3043, 3340, 3685, 269584])
pleasing|(1, [204547])
thou|(8, [37333, 133408, 133420, 167753, 175444, 252967, 253095, 329117])
armorial|(1, [81160])
unwieldy|(3, [45826, 184101, 267736])
italian|(23, [41990, 42016, 42035, 42857, 45024, 45174, 45214, 126886, 133622, 135425, 136557, 136788, 151845, 155666, 159706, 171255, 302081, 302282, 324931, 343661, 353161, 353189, 353196])
carved|(1, [256077])
whimsical|(4, [21090, 35040, 161884, 308124])
impassioned|(1, [263823])
obstrusive|(1, [340573])
dandy|(1, [340256])
ethical|(3, [150456, 258124, 342310])
thirst|(2, [188234, 217584])
ose|(1, [324257])
magical-looking|(1, [229939])
stipulated|(1, [231897])
over-wise|(1, [18203])
senior|(1, [162001])
sublunary|(1, [160184])
purpose|(1, [185512])
flat-bottomed|(2, [242432, 243419])
baal-zebub|(1, [323608])
tallow|(1, [193055])
understood|(26, [5242, 19679, 56866, 64078, 64342, 70493, 92536, 126749, 131190, 146458, 151594, 170754, 207291, 245771, 252437, 259496, 273367, 285891, 309940, 313767, 328851, 330410, 333445, 340075, 343375, 347558])
intelligent|(5, [275906, 282013, 305736, 325265, 339035])
long|(219, [1873, 2222, 4688, 5559, 5794, 8232, 8744, 24486, 26637, 36520, 39677, 40962, 42099, 42702, 49037, 49601, 50480, 53303, 55924, 60995, 61575, 62109, 67711, 69184, 72554, 73733, 77322, 77432, 79332, 79406, 81316, 82869, 84030, 84068, 84191, 86360, 88235, 91002, 93350, 94841, 95367, 98753, 105717, 105958, 105974, 108430, 108680, 114165, 114351, 115667, 116447, 116583, 116963, 118203, 118290, 118734, 118940, 119660, 120254, 120606, 120857, 122882, 123031, 124598, 127324, 127427, 127588, 127641, 128478, 130863, 131298, 135705, 137812, 138139, 138404, 138982, 140297, 140361, 140839, 141471, 141473, 141663, 144001, 145085, 146838, 147807, 148023, 148259, 148650, 148960, 153613, 153650, 155676, 157958, 158080, 164881, 165379, 166785, 168167, 168739, 170221, 171704, 177252, 177926, 180351, 181126, 181792, 181924, 182062, 182152, 183069, 183170, 183203, 183443, 184099, 185797, 186024, 188172, 188260, 188800, 190071, 192102, 195274, 196034, 196771, 197235, 197449, 206221, 206397, 206554, 206644, 207550, 208691, 209898, 210039, 210482, 211185, 212363, 213330, 214980, 215909, 217184, 217766, 217871, 218177, 227083, 227416, 227453, 228527, 231682, 233158, 234106, 234432, 234538, 235631, 239150, 239913, 242487, 245743, 246953, 247461, 247798, 248164, 249269, 251901, 254050, 254219, 254459, 254785, 254974, 256044, 261080, 261115, 268064, 269063, 269690, 269880, 270375, 272616, 272692, 272694, 275224, 276509, 281033, 282126, 282378, 283673, 283895, 284793, 285774, 287687, 289588, 290831, 292525, 292625, 292922, 304443, 308095, 308848, 311247, 314087, 314522, 314859, 316030, 316068, 316177, 316843, 316886, 317850, 319594, 319768, 322762, 325306, 331366, 332787, 334580, 340219, 355678, 360422])
breathless|(1, [264076])
horrorless|(1, [257536])
significant|(1, [294299])
situated|(1, [152948])
fluent|(1, [334596])
seventeen|(3, [9311, 35525, 72469])
ignoratio|(1, [302479])
spirit-stirring|(1, [161543])
peculiar-looking|(1, [332249])
poisoned|(2, [256909, 257651])
florid|(1, [165464])
brandy-saturated|(1, [316697])
acetous|(1, [59133])
spectral|(6, [126072, 132667, 134287, 143205, 148192, 166579])
impresses|(1, [258631])
aqua|(1, [30914])
void|(2, [146788, 358305])
thirty-five|(2, [218237, 224977])
powerful|(16, [2406, 15929, 43204, 84415, 93806, 104045, 144943, 159195, 243683, 263881, 265003, 282255, 301925, 304233, 348279, 360090])
melted|(1, [92720])
rough-looking|(2, [148734, 177390])
stationary|(7, [1211, 10496, 74026, 74672, 198602, 204594, 361212])
north-eastern|(1, [158931])
hypothetical|(1, [71398])
wine-table|(1, [167150])
average|(7, [6000, 6026, 6158, 6220, 61769, 239003, 243262])
offended|(1, [180380])
lit|(1, [27236])
organic|(6, [107850, 107995, 108048, 108076, 108164, 108356])
talented|(2, [292140, 334115])
appropriate|(4, [269083, 328581, 345110, 351342])
classical|(8, [134007, 161199, 246424, 247575, 279854, 303444, 305567, 313757])
sovereign|(1, [320680])
dromedary|(3, [94901, 213924, 322653])
vocal|(4, [158574, 263899, 263980, 268836])
richly|(2, [29203, 333796])
liquid|(5, [73901, 111946, 117521, 134563, 135012])
invaluable|(1, [305631])
expensive|(4, [3328, 73196, 73263, 286412])
unnamable|(1, [130212])
terror-inspiring|(1, [161119])
`goosetherumfoodlb|(1, [299107])
numerous|(33, [35576, 47379, 52767, 56830, 62695, 63460, 66924, 74465, 81378, 83694, 87073, 90538, 100814, 106490, 119990, 127669, 144709, 145707, 155271, 156440, 158714, 170598, 179475, 218215, 254667, 268393, 283885, 286822, 296743, 314064, 318409, 331955, 346258])
unpaid-for|(1, [267952])
stony|(1, [122332])
cabin|(3, [181292, 190746, 200314])
fetterless|(1, [131379])
hundred|(38, [862, 1158, 28973, 29078, 75301, 78681, 92784, 92848, 92969, 93699, 94362, 100689, 104716, 112948, 139701, 153579, 153584, 154432, 155028, 157057, 157346, 215784, 218051, 224353, 225161, 227424, 235117, 236582, 238323, 238910, 238959, 239417, 239900, 311351, 318036, 320639, 320659, 320781])
tertiary|(1, [278899])
dreaded|(2, [51029, 217362])
norwegian|(1, [95453])
destined|(2, [3560, 128735])
ordinary-looking|(1, [301720])
underground|(1, [291619])
dropsical|(1, [269737])
autumnal|(1, [252853])
candid|(1, [297336])
abyss|(1, [97132])
cordial|(3, [21932, 159380, 283952])
vacant|(4, [39551, 85360, 115982, 116240])
four-gun|(1, [5756])
unlearned|(2, [252427, 299951])
lustre|(1, [13636])
despera-a-ado|(1, [336146])
copper-fastened|(2, [77157, 178075])
apathy|(1, [61437])
indicative|(5, [49555, 56868, 133057, 190120, 227956])
enkindled|(2, [143385, 244256])
eye-brows|(1, [351324])
vault-door|(1, [147873])
insipid|(1, [117958])
absolute|(37, [7314, 9086, 14361, 15590, 46375, 62769, 75333, 81778, 82647, 98903, 104770, 106585, 106649, 114219, 118085, 130858, 146580, 146950, 151204, 167278, 167705, 170949, 182117, 217096, 225656, 237748, 255441, 260608, 266408, 268294, 270141, 285361, 288712, 320472, 343128, 354927, 357683])
plenty|(2, [98047, 219761])
distended|(1, [283069])
unique|(7, [38058, 106449, 107985, 142248, 306957, 308931, 320758])
depart|(1, [247123])
happen|(1, [298917])
tangible|(4, [108269, 126561, 282049, 329784])
opulent|(1, [296020])
ferocious|(4, [50363, 182675, 190204, 284163])
fiery-colored|(3, [283197, 283877, 323791])
human-perfectibility|(1, [278534])
circumstantial|(4, [62597, 65314, 96341, 283550])
parallel|(4, [61774, 76736, 159513, 222762])
incessant|(1, [230743])
needless|(12, [14740, 16034, 75153, 84810, 141251, 153256, 260447, 262373, 305309, 334865, 338837, 346080])
bas|(1, [261585])
execrable|(1, [271005])
viewed-to|(1, [19809])
stray|(3, [157626, 256291, 313952])
assemble|(1, [220222])
intemperate|(1, [112503])
scramble|(2, [227830, 238417])
specific|(5, [58480, 58531, 58592, 58897, 58968])
sottish|(1, [269961])
ecstasy|(1, [357228])
