frailness|(1, [212153])
stitch|(1, [1995])
scourge|(1, [129241])
education|(9, [2433, 35349, 76876, 137027, 150437, 252126, 278039, 342288, 356224])
chase|(4, [50476, 261025, 282344, 284436])
lee|(6, [97275, 97730, 176467, 177911, 328276, 328324])
pistol|(6, [49819, 88790, 189043, 235764, 240125, 242063])
navigation|(6, [72074, 72917, 75717, 79189, 79770, 191874])
papa|(3, [273777, 273829, 312133])
honour|(4, [224661, 226519, 235809, 329068])
distrust|(3, [139392, 228829, 229483])
consequent|(4, [10597, 21339, 116608, 194933])
driven|(1, [181009])
oriole|(1, [158556])
murmuring|(1, [131024])
whirling|(1, [96045])
war-whoop|(1, [268796])
prudent|(1, [73448])
præter-nature|(1, [70518])
imp|(1, [315012])
contract|(2, [6878, 313585])
circuit|(16, [88254, 99890, 100696, 125037, 133221, 139422, 139556, 139722, 140420, 140541, 140560, 154924, 268488, 282478, 321618, 321975])
policy|(7, [49340, 64480, 69518, 293943, 315403, 315577, 341001])
delight|(25, [14899, 15337, 38223, 39480, 75630, 76914, 119898, 130302, 130880, 149226, 153052, 160430, 205933, 206625, 227703, 247754, 264005, 269803, 296462, 331146, 341103, 357097, 357100, 357605, 357609])
closeness|(2, [193206, 255773])
truth|(112, [882, 1803, 2568, 3791, 9208, 14123, 18165, 22436, 24642, 26993, 29896, 35444, 37824, 40205, 43633, 47137, 51362, 57334, 57868, 60991, 62636, 62802, 69615, 70857, 71141, 71283, 71290, 77036, 86818, 86999, 87677, 90552, 95302, 97912, 102724, 103479, 104389, 105908, 106533, 121355, 125870, 131609, 137747, 140491, 144680, 146143, 146383, 151162, 151191, 152113, 160388, 161536, 161813, 162720, 163917, 164025, 166596, 166753, 176636, 193359, 242214, 244536, 246009, 258059, 258194, 259224, 265989, 266824, 268034, 269815, 274816, 275824, 283762, 287960, 290092, 295177, 299760, 299858, 300497, 306131, 319162, 319337, 319462, 319478, 319483, 319577, 319588, 319842, 320006, 320162, 320280, 320473, 320608, 325354, 326067, 330645, 333637, 334664, 337802, 338942, 339370, 340547, 343086, 343115, 343929, 353500, 355649, 356156, 357228, 357749, 359185, 359517])
dolce|(1, [307634])
contrast|(3, [108111, 108812, 247549])
somebody|(13, [887, 26462, 98620, 266320, 272601, 272877, 278798, 279090, 279099, 279107, 288462, 332649, 340475])
invalid|(2, [105059, 254839])
hair|(59, [1013, 8419, 15613, 40969, 47826, 48219, 48263, 48272, 48609, 49032, 50866, 50910, 54977, 60219, 60252, 60277, 77433, 81611, 94217, 101888, 103243, 104003, 108818, 113764, 114299, 115043, 117581, 117659, 133978, 135034, 136147, 144888, 159263, 171914, 172816, 177291, 184894, 209112, 210747, 219736, 221159, 221702, 227099, 227455, 227483, 230426, 251904, 253566, 258540, 266381, 266546, 269669, 276561, 303501, 304561, 316290, 316407, 323599, 333782])
slap|(1, [196468])
buoy|(1, [74657])
accent|(1, [163393])
agree|(1, [32531])
colony|(2, [92521, 220401])
kiss|(2, [36636, 329366])
immature|(1, [163165])
manufacturer|(1, [337625])
pension|(4, [52232, 53550, 53571, 64235])
reward|(25, [17829, 49724, 49763, 52738, 52744, 52885, 52935, 56782, 57111, 69057, 69112, 83768, 84567, 84999, 85017, 85065, 86264, 86535, 93288, 95009, 311655, 312675, 312749, 312879, 329868])
minister|(7, [83406, 83566, 83602, 83673, 83837, 83937, 88371])
steeple|(16, [160464, 274834, 275886, 275988, 275993, 276056, 276440, 276964, 277029, 277542, 277695, 303890, 305025, 305946, 306260, 332119])
age|(63, [1051, 1937, 11781, 25754, 53642, 55036, 76998, 79132, 79782, 79934, 80339, 85672, 90752, 90777, 136804, 149836, 159079, 160320, 161393, 162641, 163166, 175566, 188189, 189959, 254146, 254196, 254500, 256266, 258220, 258647, 263006, 263020, 263039, 263095, 263271, 264107, 266784, 267023, 277862, 282329, 282348, 285355, 286895, 303598, 307084, 307100, 314186, 318509, 323553, 334337, 334729, 334904, 335095, 335460, 335663, 335670, 335677, 335902, 336153, 337843, 338008, 348535, 356314])
eagle|(2, [20999, 136765])
coir|(1, [77180])
melody-seem|(1, [154276])
sigh|(9, [28572, 109942, 136609, 153049, 167444, 262795, 281032, 286082, 312134])
fatness|(1, [93540])
packet|(4, [1582, 180204, 334740, 340627])
te|(16, [302194, 314921, 315000, 315004, 315007, 315011, 315014, 315021, 315033, 315207, 317177, 317260, 317265, 317284, 317300, 317330])
learning|(4, [144950, 246019, 247560, 301757])
figure-head|(1, [206899])
vestige|(3, [135155, 171876, 222871])
cold|(12, [13524, 59009, 75919, 127156, 127178, 139386, 167932, 223439, 225321, 225531, 235635, 257808])
vivus|(1, [281873])
delusion|(1, [163471])
carriage|(12, [155298, 219861, 230398, 261427, 261608, 264872, 265119, 265192, 334223, 344728, 344809, 344904])
say|(1, [159826])
lichen|(1, [219509])
spectrum|(1, [172056])
thorn|(3, [66720, 66726, 66875])
favor|(11, [58408, 63474, 80823, 92091, 180259, 189707, 264398, 265350, 272873, 297988, 311593])
grain|(9, [84429, 195163, 195177, 195226, 195247, 195323, 195359, 195494, 204563])
street|(35, [36149, 36155, 39679, 39987, 40114, 40234, 42341, 44013, 45735, 50442, 87804, 87918, 88877, 169345, 180225, 180505, 183392, 261301, 261436, 266827, 266940, 268105, 270286, 272019, 272883, 278480, 305050, 306289, 312071, 312698, 314777, 332666, 339437, 339827, 340448])
jumble|(1, [37469])
immeasurable|(1, [357098])
constructive|(1, [38723])
wonder|(34, [24364, 51353, 64881, 68812, 75480, 78344, 80280, 104074, 108473, 113428, 120622, 121992, 141089, 145989, 152200, 160674, 161912, 164055, 195405, 228121, 243217, 276012, 282203, 284746, 291439, 297791, 320014, 326110, 329244, 329957, 332089, 336610, 344039, 348596])
nondescript|(1, [336620])
oscillation|(1, [157295])
disturbance|(15, [62993, 84417, 88874, 116972, 137653, 162705, 182212, 191816, 192446, 198363, 211691, 230691, 259395, 289343, 343345])
analyze|(2, [247196, 270905])
threshold|(7, [122696, 159068, 164407, 189040, 249085, 283135, 357852])
est|(2, [131392, 171308])
renovation|(3, [7717, 7726, 11559])
stall|(5, [2250, 2836, 3736, 5875, 284335])
corn|(8, [93870, 195452, 195502, 195619, 286304, 316698, 323046, 345420])
equality|(3, [161787, 161809, 356018])
twattle|(2, [292996, 293389])
pit|(19, [27502, 28457, 28542, 28811, 34879, 43080, 99993, 139965, 140778, 141345, 141355, 141370, 141386, 143626, 143632, 238437, 238824, 238897, 339637])
apart|(3, [12958, 89050, 235272])
superintendence|(4, [73070, 152543, 152619, 344365])
ond|(1, [263924])
depression|(6, [116005, 140686, 152879, 156389, 157324, 283152])
elder|(6, [42203, 98425, 98625, 259610, 267540, 338794])
indentation|(2, [46490, 189934])
brazier|(1, [124917])
shark|(1, [215373])
water-clock|(1, [13563])
philosophy|(22, [2447, 20470, 39592, 59231, 62622, 76982, 105411, 108973, 112899, 149505, 217244, 252300, 262280, 300612, 318797, 329015, 329791, 333237, 333423, 341422, 354997, 358827])
fob|(1, [99076])
surface|(109, [1162, 6204, 6283, 6489, 7103, 7675, 8054, 8066, 8123, 8149, 9237, 9260, 9315, 11721, 12289, 13730, 14109, 14278, 14462, 14660, 15559, 15678, 15725, 15797, 15803, 16104, 16230, 16766, 16826, 17036, 17064, 17191, 19429, 19876, 20800, 48446, 58395, 58659, 58795, 58987, 59159, 59353, 59379, 59491, 59501, 59759, 72400, 72606, 74580, 76652, 84512, 86310, 87872, 90969, 91106, 92397, 92852, 96070, 99500, 100302, 100438, 101771, 113387, 118978, 128245, 131891, 133849, 140686, 151031, 151398, 151506, 151589, 153431, 154151, 155399, 172063, 173669, 178608, 178676, 178766, 185667, 186358, 204210, 208860, 216725, 216813, 220048, 220285, 223550, 224357, 225410, 235004, 237697, 238994, 239066, 239570, 239695, 240134, 240547, 241092, 243582, 243851, 246603, 251103, 256240, 346489, 356496, 356978, 361145])
rent|(1, [992])
starting-point|(1, [40168])
equivocation|(1, [336383])
orchestra|(3, [125093, 125472, 291114])
bar|(6, [43175, 305474, 305826, 306141, 312259, 325485])
alow|(1, [327539])
topography|(1, [19078])
immense|(5, [14103, 102369, 120268, 189929, 224330])
listlessness|(1, [244018])
side-pocket|(1, [1225])
melodrama|(1, [156035])
scud|(3, [37293, 199162, 268095])
scapegrace|(1, [272540])
soho|(2, [36515, 36531])
principle|(52, [50037, 62646, 62820, 72093, 72280, 72363, 72936, 74788, 79004, 85750, 86246, 86291, 86332, 86561, 87494, 87698, 106023, 106028, 129333, 129460, 129690, 129722, 130039, 130508, 131963, 131976, 144174, 147870, 149376, 151151, 152236, 152297, 152316, 248256, 280022, 300444, 310069, 318846, 320312, 320319, 338845, 341292, 341570, 343075, 344075, 344149, 344172, 348918, 350568, 350590, 350644, 360066])
lather|(1, [292218])
crept|(3, [78324, 125745, 253380])
ratiocination|(4, [57385, 60171, 70768, 105513])
creeping|(3, [48136, 256898, 320219])
rigid|(2, [110448, 256999])
fortune|(34, [24348, 27196, 31297, 49201, 102876, 149714, 149852, 149976, 150246, 177861, 192339, 195948, 199364, 205396, 213598, 214059, 216997, 219180, 238412, 259933, 265067, 282499, 294451, 298120, 312831, 316632, 316836, 327901, 330157, 337456, 341188, 341773, 341896, 342178])
sea|(164, [5766, 8153, 9563, 11309, 13608, 14112, 16121, 18423, 20135, 21378, 35349, 36158, 58549, 73944, 74626, 74773, 75117, 75558, 75669, 76024, 76234, 76658, 77344, 77666, 77880, 78181, 78778, 78880, 79480, 79856, 80890, 90972, 90994, 92021, 92518, 92705, 95509, 95623, 95892, 95982, 96516, 96777, 97340, 99182, 99190, 99818, 101548, 101803, 122980, 124096, 124105, 133449, 136673, 136747, 146248, 153874, 177008, 178863, 179129, 179254, 180014, 189366, 190591, 194827, 195089, 197158, 198092, 198355, 198645, 198667, 199086, 199137, 199182, 200748, 201602, 202450, 202800, 202871, 203069, 203108, 203249, 203364, 203735, 204178, 204375, 204450, 204718, 205406, 205602, 205660, 207944, 208557, 210031, 210418, 210594, 210987, 211613, 212870, 213075, 214731, 214767, 214881, 215052, 215084, 215150, 215194, 215279, 215897, 216170, 216717, 216854, 216963, 217943, 218896, 219191, 219750, 219994, 219999, 220270, 220646, 221425, 221695, 221698, 222120, 222601, 222813, 224159, 225296, 225362, 225709, 226133, 226344, 226555, 226894, 227170, 228543, 232014, 232213, 237898, 241672, 243083, 243280, 243870, 244107, 245187, 254027, 268025, 301876, 304011, 316935, 317788, 318705, 322340, 323150, 323235, 326029, 327494, 327681, 327861, 328333, 328447, 328527, 334734, 360528])
clearer|(1, [334505])
reserve|(2, [116409, 334293])
purport|(1, [335336])
abating|(3, [202721, 203164, 327697])
thrown|(3, [113483, 229678, 350925])
unreal|(1, [143259])
caput|(1, [22668])
copyist|(1, [163040])
prolixity|(1, [121365])
countenance|(73, [24231, 28222, 28510, 38483, 40373, 49506, 49872, 81667, 81951, 82201, 101913, 108356, 110676, 117201, 117428, 117609, 118396, 120072, 120511, 120951, 122328, 123990, 123997, 125992, 134295, 134581, 135063, 135105, 135343, 137108, 160705, 163779, 165459, 171950, 190010, 209306, 211028, 212718, 243705, 250104, 251601, 258623, 259520, 260006, 260371, 265002, 267681, 269448, 269736, 275858, 276498, 283600, 283719, 284626, 284849, 285582, 297254, 307494, 307970, 308353, 308410, 309174, 323409, 324175, 328969, 329329, 331280, 334000, 337081, 351176, 351336, 360869, 360951])
bee-line|(2, [33523, 272024])
mieux|(2, [43537, 90415])
incubation|(3, [220217, 220625, 230094])
scarce|(1, [238711])
dreariness|(1, [116041])
triangle|(3, [76668, 76716, 221345])
revivification|(2, [201547, 251451])
gulf|(13, [8453, 78806, 99552, 100542, 101678, 101740, 136717, 138364, 138365, 143692, 235295, 239209, 239928])
egress|(14, [44401, 45494, 45569, 45703, 45911, 46848, 47263, 124440, 152856, 157682, 183618, 220394, 238453, 316156])
hurrah|(1, [27698])
grave|(28, [24431, 27413, 114809, 125979, 134084, 138130, 138258, 144820, 144869, 145280, 145337, 145425, 145450, 147072, 148635, 149287, 172517, 172926, 174330, 247923, 251627, 275857, 309173, 341194, 356616, 358089, 358279, 358412])
hearty|(4, [74766, 82501, 168230, 231039])
corroboration|(6, [2605, 46085, 69295, 70387, 70391, 352795])
dictation|(1, [161712])
x-press|(1, [281671])
loathing|(1, [114008])
bringing|(3, [152003, 338262, 343824])
tattoo|(1, [168959])
compliance|(2, [25660, 165426])
vide|(1, [272157])
dress|(27, [36813, 54048, 54099, 56058, 56398, 56517, 65097, 66840, 67007, 114171, 126935, 134220, 162829, 176072, 207149, 243382, 269563, 270095, 275475, 275775, 276567, 287027, 299433, 303775, 303783, 313040, 318308])
contree|(1, [262116])
strengthening|(1, [31030])
purlieu|(1, [296864])
west|(16, [20696, 75698, 101763, 132342, 135747, 155982, 156282, 157735, 158203, 158226, 158276, 159455, 190638, 196957, 224091, 243243])
blank|(2, [89256, 185704])
quarrel|(5, [63159, 63690, 86883, 162126, 304652])
nutriment|(1, [4231])
challenge|(1, [347295])
darling|(1, [306604])
impregnation|(1, [59017])
lui|(1, [20057])
moore|(1, [328997])
descend|(4, [8436, 64000, 73863, 263949])
champion|(2, [121753, 122174])
ferry-boat|(1, [69539])
unity|(4, [106182, 278578, 349074, 354052])
labyrinth|(2, [103632, 194074])
judge|(3, [15649, 263474, 346608])
size|(59, [3189, 5724, 19444, 19544, 19712, 19718, 22139, 29725, 60378, 60426, 60464, 60856, 78689, 79656, 88485, 90947, 91403, 95658, 101209, 104147, 128081, 134937, 140412, 151757, 152009, 153942, 156572, 159348, 189930, 213743, 214071, 219778, 220346, 220484, 221464, 221562, 225387, 225969, 227533, 229878, 230237, 232377, 243392, 249153, 253255, 279353, 305097, 330470, 338451, 338695, 343572, 343831, 345303, 351367, 352015, 352028, 352174, 353263, 359686])
hog|(5, [229967, 231551, 280559, 316194, 316226])
ambiguity|(2, [20022, 172618])
cetera|(3, [332714, 332717, 332720])
seaweed|(3, [217549, 217595, 220598])
retardation|(2, [106743, 106801])
speak|(12, [21161, 27630, 48834, 57288, 81957, 210330, 246080, 262166, 300104, 354176, 358447, 358776])
robe-de-chambre|(2, [43534, 323661])
layer|(1, [195131])
trial|(10, [5197, 48435, 85803, 85823, 138762, 139051, 197928, 286119, 290638, 329489])
chime|(2, [125520, 125775])
terra-firma|(1, [316810])
supererogation|(3, [45928, 104943, 129084])
grim|(2, [148186, 159829])
tribulation|(1, [311545])
spelling|(1, [257989])
correspondence|(2, [88491, 262432])
tan|(1, [302189])
assoilzie|(1, [271602])
excitement|(48, [27, 24700, 24708, 24765, 28288, 28501, 28874, 29332, 39442, 43335, 52631, 52791, 54298, 61072, 71222, 72352, 75197, 75203, 103529, 117846, 119152, 121392, 136583, 144325, 145265, 161345, 161538, 167465, 176105, 187256, 190152, 201322, 208278, 219372, 237766, 237855, 246816, 249759, 250338, 254329, 256532, 260604, 268569, 284766, 304186, 308149, 311472, 312180])
comfortless|(1, [117332])
discussion|(18, [52651, 62607, 88600, 108484, 111425, 111587, 150308, 151680, 177622, 252467, 299870, 311998, 342221, 343491, 348606, 358849, 359282, 360006])
croak|(1, [288379])
border|(2, [17376, 361319])
peal|(1, [125641])
sweltering|(1, [78319])
fellow|(38, [21286, 22601, 23393, 26193, 39721, 40682, 46364, 52903, 88914, 92244, 104798, 189335, 198422, 261155, 272445, 273910, 276676, 277026, 277692, 278153, 279925, 287563, 287583, 290604, 293499, 293900, 302708, 306122, 306538, 314779, 321286, 326495, 331913, 333591, 335898, 336561, 336762, 339885])
put|(2, [165898, 301703])
dolt|(1, [84128])
alarm|(12, [8656, 16315, 27337, 113454, 120798, 131221, 136481, 177327, 209597, 226967, 243698, 290745])
pulmonifera|(2, [232026, 232162])
tendency|(9, [45473, 73295, 74567, 129601, 146860, 226946, 244687, 246609, 282190])
chez|(2, [19975, 19983])
forehead|(24, [80350, 109818, 135039, 139188, 139926, 147143, 171898, 189119, 189329, 246516, 247932, 251263, 252716, 252947, 253557, 254223, 269215, 271458, 283338, 288671, 294957, 307140, 314851, 315156])
admonisher|(1, [166860])
jeweller|(1, [41517])
portal|(2, [147819, 303991])
strike|(1, [113985])
plumage|(8, [174057, 174837, 207782, 219781, 219823, 219951, 225610, 238160])
freedom|(15, [7946, 8217, 11040, 59047, 177122, 178774, 192900, 196109, 205704, 230396, 250690, 291667, 294536, 295735, 359825])
re-search|(1, [84803])
claim|(9, [2930, 20764, 83380, 113837, 145062, 145063, 311363, 317616, 331870])
purchase|(9, [2850, 103577, 104100, 293001, 299049, 302835, 310862, 311000, 340960])
card-rack|(2, [88264, 88832])
bend|(3, [234421, 234625, 239367])
confidence|(21, [7805, 13276, 61401, 63984, 67595, 67826, 67831, 85519, 167218, 169479, 191905, 229516, 247723, 254621, 286386, 297995, 304057, 309041, 324343, 333483, 337169])
arabesque|(2, [81179, 249499])
abdication|(1, [291822])
pear-tree|(1, [158496])
housekeeper|(1, [310780])
knob|(1, [88281])
triumph|(20, [36386, 36936, 38555, 57016, 75470, 115486, 115693, 142173, 160309, 168311, 169509, 175115, 213244, 226168, 246630, 247748, 280718, 282247, 298942, 348012])
queer|(5, [277, 36907, 289821, 289829, 299747])
grotesque|(7, [35543, 125367, 161249, 192619, 267510, 307531, 308088])
prig|(1, [339909])
formation|(7, [141765, 234843, 239025, 239113, 246689, 246908, 268041])
region|(36, [25256, 61698, 90867, 92702, 92919, 94798, 104599, 105067, 108452, 109353, 110839, 113789, 120291, 122935, 122943, 132261, 133082, 133308, 141809, 196788, 207650, 212499, 221469, 221616, 223873, 243213, 243599, 245098, 245249, 248859, 251160, 251415, 268504, 321740, 322606, 360429])
drag|(2, [205761, 212927])
vision|(50, [8645, 9587, 14487, 16109, 19639, 19799, 27672, 28053, 43591, 43762, 62750, 81488, 81752, 124650, 132440, 138021, 138863, 143379, 147120, 148907, 152602, 154595, 171120, 183010, 201401, 240727, 244302, 246388, 246397, 250826, 251221, 256414, 257539, 259284, 259391, 260636, 260728, 261441, 264597, 264658, 266771, 266851, 306613, 344434, 351063, 354018, 356917, 357080, 357270, 357907])
beholder|(2, [88531, 96376])
evident|(1, [274828])
balancez|(1, [276838])
fragile|(1, [133033])
siesta|(1, [315670])
invoice|(1, [323634])
tempest|(10, [78051, 79982, 80977, 98854, 120757, 123767, 178313, 201693, 235523, 328357])
conjecture|(4, [37690, 143076, 166700, 245136])
denial|(2, [152158, 264592])
eleventh|(2, [128710, 221173])
swinging|(2, [174993, 195995])
brick|(4, [1753, 84585, 93957, 160579])
longue|(1, [263688])
drank|(7, [56439, 68724, 122385, 139642, 214256, 292056, 345337])
calmness|(1, [142220])
blood|(56, [4470, 5489, 7719, 8595, 8967, 9004, 40955, 40974, 50950, 53811, 67776, 78645, 91805, 93102, 93868, 93960, 94263, 111260, 113055, 122664, 123214, 124259, 124273, 124846, 126046, 139111, 143309, 148097, 149892, 167636, 167930, 172827, 177301, 183129, 186581, 186653, 189124, 192384, 192456, 200184, 202380, 205043, 205156, 205205, 205234, 207787, 212841, 226206, 253826, 257819, 269002, 270792, 334428, 341814, 360251, 360915])
basement|(1, [52260])
disconcert|(2, [125125, 125253])
maze|(1, [282762])
dreadful|(1, [335876])
realization|(1, [149665])
causeless|(2, [120797, 168630])
baseless|(2, [262825, 320181])
stratification|(4, [228972, 233659, 235328, 235402])
